Zeit;TE1;TE2;Ush;TMref;TM11;TM12;UBE1;TM21;TM22;UBE2;UCE
221.713015;269;30;4702;1026;428;495;1440;903;895;818;1060
222.213175;269;30;4695;1026;428;494;1439;904;895;818;1063
222.712895;268;30;4702;1025;429;494;1439;904;896;818;1064
223.213139;270;30;4698;1026;428;493;1438;905;896;818;1062
223.713244;270;30;4697;1026;427;494;1438;906;898;818;1058
224.213297;270;29;4698;1026;428;493;1439;906;898;818;1062
224.712598;270;29;4697;1026;427;493;1439;907;899;818;1060
225.2131;270;30;4701;1025;427;492;1438;910;898;818;1063
225.712233;270;30;4697;1026;426;492;1438;906;896;819;1062
226.213221;270;29;4702;1026;426;492;1439;907;898;818;1062
226.712341;271;29;4697;1025;426;491;1439;907;900;818;1060
227.213477;271;29;4699;1025;425;489;1439;907;899;819;1062
227.712293;271;29;4700;1026;425;489;1439;908;899;819;1063
228.212947;270;29;4700;1025;425;488;1439;908;900;819;1063
228.713196;271;29;4696;1026;425;489;1438;908;900;819;1062
229.213038;271;29;4697;1025;425;489;1438;909;898;819;1063
229.712651;272;28;4697;1024;426;487;1438;909;900;820;1057
230.213053;272;28;4692;1026;427;488;1437;910;900;823;1060
230.713001;272;29;4696;1026;425;488;1438;909;901;817;1060
231.213001;272;29;4696;1026;425;487;1438;908;901;820;1062
231.713112;272;28;4696;1026;425;486;1438;909;900;820;1060
232.213825;272;28;4697;1026;424;487;1438;909;901;820;1061
232.71311;272;28;4699;1025;423;487;1438;909;902;819;1063
233.212834;272;28;4700;1025;422;488;1438;910;901;821;1060
233.712785;272;29;4698;1025;423;489;1438;909;903;819;1062
234.212548;272;27;4699;1025;422;489;1437;909;902;821;1063
234.712971;273;28;4697;1025;421;488;1437;910;901;819;1063
235.212998;273;28;4696;1026;420;487;1437;910;901;820;1060
235.713035;273;28;4698;1025;419;486;1438;909;903;820;1062
236.212855;272;28;4696;1025;418;486;1437;910;902;821;1061
236.712569;273;27;4697;1025;420;485;1437;911;903;820;1060
237.213664;273;28;4702;1025;421;485;1437;910;903;820;1059
237.713088;273;28;4697;1025;421;483;1437;912;903;821;1060
238.213005;274;28;4697;1026;421;484;1437;912;904;820;1060
238.71093;273;27;4698;1025;423;484;1437;912;903;821;1060
239.212289;274;27;4696;1025;421;485;1436;913;903;821;1059
239.713385;272;27;4702;1025;423;483;1440;913;904;821;1059
240.213348;274;28;4699;1025;422;484;1437;915;904;820;1061
240.713159;274;27;4699;1025;422;483;1436;915;905;821;1060
241.213319;274;27;4696;1025;422;481;1437;915;905;820;1062
241.712863;274;27;4701;1026;422;481;1436;915;905;821;1061
242.21297;273;27;4701;1025;420;481;1436;915;906;821;1061
242.712285;274;27;4699;1026;418;480;1436;915;906;822;1060
243.212803;274;27;4701;1025;417;481;1437;915;907;821;1060
243.712397;275;27;4698;1025;419;481;1437;916;906;821;1059
244.213411;274;27;4700;1026;417;480;1436;916;907;821;1059
244.713316;275;26;4696;1026;416;479;1436;917;907;822;1058
245.213496;275;26;4700;1025;415;480;1437;918;907;823;1059
245.712383;274;26;4700;1024;415;479;1436;918;907;821;1060
246.213002;275;26;4698;1028;414;479;1436;918;908;821;1062
246.712468;275;26;4697;1026;414;480;1436;918;908;822;1059
247.213543;275;26;4698;1025;414;479;1436;919;908;822;1060
247.713856;276;26;4699;1026;412;480;1434;918;908;822;1059
248.213483;275;26;4699;1026;412;479;1436;919;909;822;1060
248.712474;275;26;4699;1025;413;477;1436;919;909;822;1062
249.212764;275;26;4700;1025;415;479;1436;919;910;820;1060
249.713345;275;25;4697;1026;410;478;1435;920;910;822;1059
250.212477;275;26;4703;1026;410;479;1434;921;911;822;1061
250.712913;276;26;4703;1025;411;479;1434;921;910;822;1057
251.213147;275;25;4699;1026;410;480;1435;921;910;823;1059
251.713187;276;26;4694;1026;410;480;1435;920;911;820;1059
252.2132;276;26;4698;1026;409;480;1435;922;911;822;1060
252.713026;276;25;4698;1025;410;479;1434;921;912;823;1060
253.21394;276;26;4703;1025;411;477;1435;921;912;823;1059
253.713164;276;26;4702;1026;412;478;1435;922;912;823;1059
254.213517;277;26;4699;1027;411;477;1434;924;912;823;1060
254.712009;276;25;4701;1026;412;476;1435;924;914;822;1062
255.213403;277;25;4697;1025;411;476;1435;925;913;822;1058
255.712425;277;26;4700;1025;417;476;1434;926;914;823;1062
256.213074;277;25;4702;1026;413;475;1434;925;913;823;1059
256.712957;277;26;4700;1026;413;475;1435;927;914;823;1058
257.213342;278;25;4700;1026;415;474;1434;927;914;823;1060
257.711776;277;26;4701;1025;413;474;1434;927;915;822;1058
258.212653;277;24;4697;1027;414;474;1434;929;914;824;1060
258.713145;277;25;4699;1025;416;473;1434;929;915;823;1060
259.213472;277;25;4700;1027;415;473;1434;930;915;825;1061
259.713079;278;25;4699;1025;415;474;1436;929;915;824;1056
260.212451;278;25;4703;1026;414;474;1434;931;915;823;1057
260.713522;277;24;4697;1027;413;473;1434;929;917;824;1061
261.212304;278;24;4697;1027;414;473;1434;929;917;824;1061
261.712082;278;24;4698;1026;413;475;1433;930;916;824;1057
262.212713;278;25;4699;1026;412;472;1434;929;918;823;1060
262.712434;279;25;4703;1026;412;472;1433;930;918;824;1057
263.212906;278;24;4699;1026;412;473;1434;928;918;824;1059
263.712892;279;24;4698;1026;411;472;1433;929;917;824;1059
264.212688;279;24;4699;1026;412;472;1433;927;918;823;1059
264.713137;279;24;4701;1026;411;472;1433;929;919;824;1058
265.212714;279;24;4702;1026;412;471;1433;930;922;825;1059
265.713248;279;24;4699;1026;411;471;1433;929;918;824;1057
266.21251;278;24;4697;1025;412;471;1433;930;919;825;1061
266.711148;279;24;4699;1026;410;470;1432;930;919;825;1059
267.212472;280;24;4701;1026;412;471;1433;929;919;824;1056
267.71296;279;24;4698;1025;411;469;1431;931;920;824;1057
268.212379;279;24;4698;1025;412;468;1433;931;919;825;1058
268.71258;280;23;4699;1025;413;469;1433;931;919;825;1058
269.213168;279;23;4699;1026;412;469;1433;933;917;825;1061
269.712717;280;23;4699;1025;412;468;1433;932;919;825;1058
270.212877;280;24;4700;1025;410;468;1432;933;920;825;1060
270.713274;279;24;4700;1026;409;469;1432;933;921;826;1058
271.212476;279;23;4696;1025;408;468;1434;933;920;825;1059
271.713136;281;23;4697;1025;409;469;1433;931;921;826;1061
272.2138;279;23;4697;1026;407;468;1433;931;920;826;1061
272.712702;280;24;4699;1026;408;468;1433;931;921;825;1058
273.212787;280;23;4696;1025;407;468;1433;931;921;825;1059
273.712198;280;23;4702;1025;407;467;1435;932;921;825;1057
274.212545;280;23;4698;1026;407;467;1433;931;921;825;1058
274.712412;281;23;4699;1024;407;468;1432;932;922;825;1058
275.212393;281;23;4701;1026;407;465;1432;933;923;826;1056
275.712987;280;23;4697;1025;407;466;1432;933;921;826;1059
276.213329;281;22;4697;1025;408;465;1433;934;923;826;1058
276.71342;280;23;4695;1025;408;465;1433;935;923;826;1061
277.212838;281;22;4700;1025;410;465;1432;936;923;826;1058
277.713155;280;23;4700;1024;409;465;1432;936;923;826;1060
278.213513;280;22;4703;1025;408;465;1431;937;922;826;1060
278.713073;281;22;4697;1026;409;465;1432;937;923;826;1057
279.213278;282;23;4698;1025;411;465;1432;937;924;825;1057
279.712563;281;23;4699;1024;411;464;1432;938;924;826;1059
280.212912;282;22;4700;1025;411;465;1432;939;924;827;1057
280.712422;282;22;4694;1024;412;464;1432;940;924;827;1058
281.212926;281;22;4697;1025;411;463;1433;940;925;826;1056
281.712446;282;23;4699;1024;410;464;1432;940;926;826;1059
282.213556;282;22;4695;1025;410;463;1431;941;922;826;1057
282.713292;283;22;4698;1025;412;464;1431;940;926;826;1058
283.212491;282;22;4696;1024;409;464;1432;941;927;827;1059
283.712369;282;22;4698;1025;408;463;1432;940;926;826;1057
284.212714;283;22;4697;1025;407;465;1431;940;926;826;1058
284.712806;282;22;4695;1025;406;465;1432;940;926;826;1057
285.213083;283;22;4698;1024;404;465;1432;940;926;827;1057
285.712658;282;22;4700;1024;405;467;1431;941;926;826;1057
286.212987;283;22;4697;1026;404;468;1431;939;926;826;1057
286.713063;282;21;4699;1025;404;468;1432;939;927;827;1060
287.212683;282;22;4697;1025;403;469;1431;939;927;827;1056
287.714866;283;22;4698;1023;401;469;1432;939;927;828;1058
288.212579;283;21;4700;1024;401;470;1431;939;927;826;1060
288.712733;283;22;4699;1025;398;469;1432;938;927;827;1056
289.212491;283;21;4696;1025;398;468;1435;939;927;827;1059
289.713313;282;22;4696;1025;399;469;1432;938;927;826;1057
290.213467;282;21;4695;1025;398;468;1432;937;928;826;1060
290.713081;283;21;4701;1025;397;469;1432;939;926;827;1059
291.212307;282;21;4697;1025;398;467;1431;937;927;827;1059
291.713329;281;22;4701;1024;396;467;1430;938;928;827;1056
292.213165;282;21;4697;1026;397;468;1431;938;928;827;1057
292.713017;282;22;4694;1025;397;467;1432;938;928;826;1057
293.213033;283;21;4693;1024;398;465;1432;938;927;828;1058
293.71283;283;21;4699;1025;397;465;1431;938;927;827;1057
294.213054;283;21;4701;1024;397;465;1431;937;927;827;1058
294.713518;283;21;4699;1025;398;464;1430;937;928;827;1058
295.211597;282;21;4699;1025;398;463;1431;938;927;827;1058
295.71319;283;21;4699;1024;398;463;1432;937;929;828;1057
296.213251;282;21;4697;1027;398;463;1430;937;928;828;1057
296.713227;284;21;4697;1024;398;462;1431;937;928;826;1058
297.213265;283;21;4701;1024;397;461;1431;937;929;828;1056
297.711472;283;20;4698;1024;397;461;1431;937;927;828;1057
298.212421;283;22;4698;1024;397;460;1431;938;928;827;1057
298.713546;283;21;4698;1024;396;461;1430;938;929;828;1057
299.212714;283;20;4693;1026;397;460;1431;938;928;827;1058
299.711299;283;21;4698;1025;396;460;1430;939;929;828;1060
300.212904;284;21;4702;1025;395;460;1431;938;929;828;1057
300.712909;284;21;4695;1024;396;460;1430;939;930;829;1057
301.212479;284;21;4697;1025;395;459;1431;939;930;828;1056
301.713011;284;21;4696;1025;394;459;1431;939;929;828;1059
302.213128;283;20;4696;1025;394;458;1430;939;930;828;1059
302.712791;285;21;4698;1025;394;458;1433;941;930;828;1060
303.212769;283;21;4697;1024;394;457;1430;939;930;828;1056
303.712023;284;20;4693;1025;393;457;1430;939;930;828;1057
304.212156;284;20;4695;1025;392;457;1431;939;931;828;1057
304.711941;284;21;4701;1025;394;456;1430;939;931;828;1058
305.21213;284;20;4696;1026;396;456;1430;939;932;830;1058
305.713135;285;20;4700;1025;392;456;1430;939;931;827;1055
306.213118;284;21;4699;1025;394;455;1430;939;930;828;1055
306.712526;286;20;4700;1025;392;455;1431;940;932;829;1057
307.212843;284;20;4701;1025;393;454;1430;940;931;829;1059
307.710635;285;20;4697;1025;393;456;1429;942;932;829;1058
308.212564;285;19;4699;1024;392;456;1430;940;931;829;1056
308.713868;285;20;4701;1025;394;455;1430;940;932;828;1059
309.211054;285;20;4697;1025;394;455;1430;940;932;828;1056
309.712367;286;20;4699;1025;393;455;1430;941;931;829;1057
310.211756;286;19;4699;1026;393;456;1428;941;932;828;1055
310.71075;284;20;4699;1024;393;456;1429;941;932;829;1055
311.212653;285;20;4699;1025;393;454;1430;942;933;830;1058
311.713342;285;19;4699;1025;393;456;1429;942;933;829;1056
312.212424;285;19;4699;1024;392;456;1429;942;933;829;1057
312.711921;284;19;4697;1026;391;458;1429;942;933;829;1057
313.212298;286;20;4696;1026;390;457;1430;942;933;829;1055
313.71163;285;19;4698;1026;390;457;1429;943;934;828;1060
314.212655;285;19;4704;1025;391;457;1429;942;934;830;1057
314.712245;285;20;4698;1025;392;454;1430;947;934;830;1056
315.211724;286;19;4700;1025;391;455;1429;943;934;829;1056
315.712083;286;19;4699;1025;393;453;1429;944;935;829;1057
316.212477;287;20;4701;1025;393;454;1429;945;933;830;1055
316.712103;286;19;4696;1026;392;453;1428;946;934;829;1059
317.212372;286;20;4697;1025;393;453;1429;944;935;829;1059
317.712075;287;19;4698;1025;392;452;1431;945;935;830;1056
318.211862;286;19;4703;1026;391;453;1430;945;935;829;1058
318.713597;287;19;4695;1025;390;453;1429;945;936;829;1056
319.212045;286;19;4699;1026;391;454;1428;946;934;831;1057
319.712255;287;19;4704;1025;390;453;1429;946;934;830;1057
320.212024;287;19;4696;1025;389;454;1429;946;935;830;1055
320.714583;286;20;4702;1025;390;455;1429;947;936;829;1058
321.211973;287;20;4698;1025;388;455;1428;947;935;830;1056
321.712703;286;19;4699;1025;388;456;1429;949;935;830;1056
322.212425;286;19;4702;1026;388;456;1429;948;936;830;1058
322.712529;287;19;4697;1025;388;455;1429;949;935;831;1057
323.212102;287;19;4699;1025;388;457;1428;949;936;830;1060
323.712593;287;18;4701;1025;389;456;1429;949;937;830;1056
324.212337;287;19;4695;1025;387;457;1428;948;936;831;1058
324.713276;286;19;4700;1023;387;457;1429;948;937;830;1056
325.211892;287;19;4700;1025;387;456;1429;948;937;830;1056
325.712088;286;19;4700;1025;387;457;1429;948;938;831;1056
326.21252;286;19;4697;1024;386;457;1428;948;938;830;1056
326.712343;286;19;4698;1025;386;456;1429;950;938;830;1061
327.212173;286;18;4700;1025;385;461;1428;949;938;830;1055
327.712466;285;18;4697;1025;386;462;1428;950;937;834;1058
328.212018;285;19;4699;1025;385;463;1428;950;937;830;1059
328.711981;284;18;4699;1025;384;464;1429;950;938;830;1055
329.21232;285;19;4699;1025;384;462;1430;949;939;830;1059
329.71297;284;18;4703;1024;384;460;1428;950;936;831;1058
330.212073;284;18;4698;1025;385;459;1428;950;938;831;1056
330.712008;285;18;4694;1025;384;460;1429;950;938;830;1056
331.212504;284;18;4700;1025;384;459;1428;949;938;831;1059
331.712942;284;18;4698;1025;384;458;1429;950;938;831;1058
332.212789;285;17;4694;1025;383;457;1429;950;938;831;1056
332.712049;285;18;4695;1025;383;456;1429;950;939;831;1056
333.213252;285;18;4695;1024;384;456;1428;951;938;831;1057
333.712898;286;18;4700;1025;384;454;1428;952;938;831;1056
334.212664;285;19;4702;1025;384;456;1428;951;938;831;1058
334.71325;285;18;4699;1025;382;455;1428;951;938;829;1056
335.212398;286;18;4701;1025;383;456;1428;952;939;831;1058
335.712533;286;17;4696;1025;383;460;1429;952;939;831;1056
336.212213;286;19;4697;1025;383;457;1429;952;939;831;1056
336.712344;286;18;4699;1024;384;456;1428;953;941;831;1056
337.213329;286;18;4698;1025;384;456;1429;953;940;831;1056
337.712161;285;18;4696;1025;383;457;1428;953;939;831;1058
338.212166;286;17;4699;1024;382;457;1428;953;941;830;1058
338.712551;286;18;4698;1025;383;458;1429;954;940;833;1056
339.211877;285;19;4699;1025;382;458;1430;952;940;832;1058
339.712299;286;18;4695;1026;382;458;1429;954;940;831;1055
340.212806;286;17;4696;1024;383;458;1428;951;940;831;1057
340.712573;286;18;4697;1024;382;456;1431;953;941;831;1059
341.212873;286;18;4697;1025;382;455;1429;954;941;832;1055
341.712896;285;19;4695;1025;383;454;1428;953;940;832;1058
342.212343;286;18;4701;1024;383;453;1429;954;941;832;1055
342.712162;286;18;4697;1024;384;452;1428;955;941;832;1055
343.212773;286;17;4700;1025;384;452;1429;954;941;833;1059
343.712582;286;17;4696;1025;384;453;1427;953;941;832;1058
344.212904;286;17;4703;1025;386;450;1429;954;942;832;1059
344.711444;286;17;4699;1024;387;451;1429;954;941;832;1057
345.212398;287;17;4703;1025;386;450;1429;954;941;833;1055
345.713226;285;17;4701;1024;387;451;1429;954;943;832;1057
346.212543;286;16;4700;1024;386;451;1429;954;941;832;1055
346.712351;286;17;4698;1024;385;452;1428;953;942;832;1056
347.212347;286;17;4698;1024;385;451;1428;954;942;833;1056
347.712546;286;18;4700;1024;384;451;1428;955;941;833;1058
348.212672;286;17;4700;1024;384;450;1429;953;943;833;1054
348.712319;287;18;4700;1025;385;452;1428;954;943;832;1055
349.211287;288;18;4697;1024;384;451;1428;954;944;832;1057
349.712638;287;17;4699;1024;384;449;1428;955;943;833;1057
350.212353;287;17;4700;1025;384;449;1428;955;944;832;1057
350.712162;288;16;4697;1025;383;449;1428;955;943;832;1054
351.212671;287;17;4697;1024;383;449;1428;956;942;833;1058
351.712547;287;17;4702;1024;382;448;1429;956;943;835;1056
352.212003;287;16;4702;1025;384;448;1428;953;945;832;1057
352.712214;287;17;4697;1025;385;449;1428;955;944;832;1056
353.212565;288;16;4697;1024;383;449;1428;955;944;833;1056
353.712065;286;17;4704;1023;383;447;1427;955;944;832;1059
354.212724;288;17;4698;1025;382;446;1427;955;944;832;1059
354.712377;287;17;4699;1025;382;448;1427;955;945;832;1058
355.212632;287;17;4701;1025;382;448;1428;956;950;833;1056
355.712425;288;16;4701;1024;381;449;1428;955;945;833;1055
356.212396;287;17;4695;1025;382;449;1427;959;945;833;1057
356.712541;287;16;4699;1024;380;449;1428;956;945;834;1056
357.212425;287;16;4699;1024;381;450;1428;958;946;833;1054
357.713058;287;17;4699;1025;381;449;1428;957;945;833;1058
358.212466;287;17;4701;1024;381;448;1428;957;945;834;1055
358.712881;286;16;4701;1025;382;448;1428;957;946;832;1058
359.212355;286;17;4701;1024;379;450;1427;958;945;834;1056
359.712684;287;16;4702;1025;380;451;1427;958;945;834;1057
360.212422;286;16;4702;1024;380;451;1427;958;946;833;1058
360.712303;287;16;4698;1025;379;452;1427;959;946;832;1057
361.212083;286;16;4702;1024;379;452;1427;959;945;833;1056
361.712572;287;17;4699;1023;380;451;1427;958;947;832;1058
362.213213;287;16;4696;1024;380;449;1428;958;946;833;1056
362.713023;288;16;4698;1024;381;449;1428;959;946;834;1058
363.21247;286;16;4695;1024;381;449;1427;959;947;833;1056
363.712426;287;16;4694;1023;380;447;1428;960;947;833;1057
364.21245;287;16;4695;1024;380;447;1427;959;947;834;1059
364.712556;287;16;4697;1022;380;447;1427;960;946;833;1056
365.212762;287;16;4697;1024;380;447;1427;958;947;834;1055
365.712805;287;16;4698;1023;380;447;1427;959;947;834;1056
366.212047;287;16;4698;1024;381;446;1428;959;948;833;1055
366.71249;287;16;4699;1023;380;447;1427;960;948;834;1056
367.212707;287;15;4698;1025;380;448;1427;960;946;833;1055
367.712268;288;15;4696;1025;379;448;1427;959;950;833;1058
368.213233;288;16;4699;1024;379;449;1428;959;948;834;1055
368.712428;288;16;4701;1024;380;449;1427;960;947;833;1055
369.213183;288;16;4700;1025;381;449;1427;960;948;833;1057
369.713274;288;16;4700;1024;379;449;1427;960;948;833;1057
370.212839;288;16;4697;1023;380;449;1427;960;948;835;1055
370.712306;288;16;4694;1024;381;449;1428;960;946;835;1058
371.212724;288;16;4699;1024;380;448;1426;962;948;834;1055
371.712837;287;15;4704;1024;380;449;1427;960;949;833;1056
372.213102;288;15;4697;1023;381;448;1428;960;949;834;1055
372.713009;287;15;4700;1023;380;447;1428;960;951;833;1056
373.212079;288;16;4701;1024;381;447;1427;960;950;834;1055
373.712282;287;15;4697;1025;379;449;1426;961;948;834;1056
374.213119;288;15;4697;1024;380;449;1426;960;950;833;1055
374.712012;289;15;4699;1024;378;450;1427;961;949;834;1054
375.212377;288;15;4698;1023;378;450;1427;961;949;834;1054
375.712657;289;16;4697;1023;378;450;1427;961;949;834;1056
376.21224;288;15;4698;1024;380;451;1428;962;949;833;1054
376.712485;289;15;4700;1024;377;451;1426;962;950;834;1055
377.21242;289;15;4698;1024;378;449;1427;962;950;834;1055
377.712925;288;16;4697;1024;379;449;1427;962;951;833;1058
378.212772;289;15;4697;1024;378;451;1427;962;950;834;1057
378.713337;288;16;4700;1024;378;452;1427;963;950;839;1055
379.212857;289;15;4699;1024;379;452;1426;962;951;834;1058
379.712684;288;15;4699;1024;378;453;1426;964;952;835;1055
380.212463;289;15;4697;1024;379;455;1427;964;948;834;1055
380.711953;288;15;4698;1024;379;455;1427;964;951;835;1057
381.213041;289;15;4697;1024;379;457;1426;966;951;835;1056
381.71277;288;15;4696;1024;378;458;1427;966;951;832;1055
382.212255;289;15;4700;1025;379;458;1426;964;952;835;1058
382.712745;289;15;4694;1025;380;459;1427;966;952;834;1055
383.212375;289;15;4698;1025;380;460;1428;966;952;834;1057
383.712655;289;14;4699;1024;377;460;1428;965;953;834;1055
384.212386;289;16;4700;1024;380;460;1427;966;952;835;1058
384.712728;289;15;4696;1025;381;459;1426;967;952;835;1056
385.212781;289;16;4699;1024;382;459;1427;967;953;834;1057
385.71243;289;15;4696;1024;384;458;1427;969;953;836;1056
386.213436;290;15;4698;1023;385;458;1426;968;953;834;1056
386.712415;290;14;4697;1024;387;459;1427;969;954;835;1055
387.213107;290;15;4698;1024;385;460;1427;971;954;835;1057
387.713002;289;15;4698;1024;386;461;1427;971;953;834;1058
388.213091;290;14;4697;1025;387;461;1428;971;954;835;1056
388.713457;290;14;4692;1025;387;462;1426;971;954;835;1059
389.212456;290;15;4695;1024;387;460;1427;970;954;836;1056
389.711855;289;15;4695;1024;387;458;1426;970;955;836;1057
390.21244;289;15;4698;1025;385;457;1427;970;956;834;1057
390.712956;289;14;4698;1024;383;457;1427;970;955;835;1056
391.21276;290;15;4700;1025;383;457;1427;970;955;834;1056
391.713012;288;14;4699;1024;384;457;1426;970;955;835;1054
392.212689;289;15;4697;1025;383;456;1427;969;955;836;1055
392.713455;289;14;4698;1024;384;456;1427;971;955;835;1057
393.212478;289;14;4700;1024;382;456;1428;968;955;834;1056
393.713481;289;14;4701;1025;382;456;1427;971;955;835;1056
394.21254;289;14;4697;1024;384;455;1427;968;955;835;1055
394.711899;289;14;4694;1023;382;454;1427;968;955;835;1055
395.211978;289;14;4700;1023;382;453;1427;968;955;835;1056
395.712438;288;13;4705;1024;382;453;1427;969;956;836;1057
396.21222;289;14;4697;1024;381;453;1426;968;956;836;1056
396.713178;289;14;4699;1025;382;451;1426;969;955;836;1057
397.212968;288;14;4701;1024;381;450;1427;968;956;835;1057
397.712471;288;13;4702;1024;381;450;1426;968;955;835;1055
398.212982;288;14;4696;1024;381;451;1427;969;955;835;1056
398.711633;288;14;4696;1024;380;453;1427;967;955;836;1056
399.213362;288;13;4700;1024;381;453;1427;968;955;836;1058
399.713164;289;13;4699;1024;382;454;1428;969;956;835;1055
400.213445;288;14;4699;1024;383;456;1427;970;956;836;1056
400.713218;288;14;4697;1024;384;459;1426;971;956;835;1057
401.212477;288;13;4700;1024;384;459;1426;970;957;837;1056
401.712822;288;14;4699;1024;384;459;1426;970;957;833;1055
402.213141;288;13;4704;1024;386;458;1427;970;956;833;1055
402.712117;288;13;4697;1024;388;456;1426;970;957;836;1055
403.212391;289;14;4697;1025;388;456;1427;970;957;836;1059
403.711117;289;13;4698;1024;386;455;1427;970;955;836;1055
404.213766;289;13;4697;1024;386;454;1426;970;958;836;1058
404.712813;289;13;4697;1024;386;453;1427;970;959;836;1057
405.213572;289;14;4697;1024;384;452;1427;970;958;835;1054
405.712003;290;14;4698;1024;385;452;1427;970;957;837;1053
406.212052;289;14;4699;1024;383;454;1426;971;957;836;1057
406.712655;290;13;4699;1024;384;451;1427;969;959;836;1058
407.212377;289;14;4695;1025;383;451;1427;969;958;836;1054
407.713581;290;13;4701;1024;382;450;1426;969;958;836;1058
408.211898;289;13;4698;1024;382;450;1427;970;957;839;1055
408.713092;291;13;4697;1024;381;451;1427;970;958;836;1055
409.211204;289;13;4698;1024;381;450;1426;969;957;836;1055
409.713538;290;13;4699;1023;381;450;1427;970;958;835;1056
410.213718;289;13;4700;1022;381;448;1427;969;958;836;1057
410.712658;290;13;4696;1024;380;450;1426;969;959;838;1056
411.213139;289;13;4701;1025;380;449;1427;969;957;836;1056
411.712867;290;13;4700;1023;380;450;1426;970;957;836;1055
412.213012;290;13;4702;1027;378;450;1425;970;959;836;1055
412.713414;290;13;4696;1024;378;450;1427;970;958;836;1055
413.212187;290;13;4696;1024;378;451;1427;970;958;836;1055
413.713173;289;14;4697;1024;377;451;1427;970;959;836;1058
414.213462;290;13;4699;1024;377;452;1427;970;959;837;1055
414.712359;290;14;4697;1024;378;452;1426;970;959;837;1058
415.213087;290;13;4694;1024;378;452;1426;971;958;836;1059
415.713304;290;13;4695;1024;378;452;1426;970;958;837;1055
416.212509;289;12;4697;1024;377;453;1426;971;959;836;1056
416.712892;290;13;4699;1024;376;452;1426;971;956;837;1055
417.213441;290;12;4695;1024;378;453;1426;971;959;837;1054
417.713405;289;13;4696;1024;378;453;1426;971;960;837;1053
418.211556;290;12;4697;1024;377;453;1426;971;961;836;1055
418.713199;291;13;4695;1024;379;453;1426;971;960;836;1056
419.213379;290;13;4698;1024;379;454;1426;971;959;839;1055
419.713339;290;13;4700;1024;378;453;1426;971;959;836;1057
420.213454;290;12;4695;1024;379;450;1427;972;959;836;1056
420.712399;290;13;4694;1025;379;451;1425;972;960;837;1056
421.211972;291;13;4704;1025;378;449;1427;971;961;837;1055
421.712201;290;13;4694;1021;378;449;1426;971;960;837;1058
422.213213;290;12;4695;1025;379;449;1426;972;960;837;1055
422.713231;290;13;4702;1024;378;452;1426;971;960;837;1054
423.213304;290;12;4697;1025;379;450;1426;971;960;837;1056
423.713157;290;13;4699;1024;378;450;1425;971;960;837;1056
424.213064;290;13;4697;1025;378;449;1426;971;957;837;1055
424.712414;290;13;4698;1024;377;449;1426;972;960;836;1055
425.212084;290;12;4698;1024;378;446;1425;973;960;837;1057
425.71212;289;13;4696;1024;378;448;1425;972;960;837;1056
426.213356;290;12;4700;1023;379;447;1426;973;960;837;1055
426.712947;289;12;4698;1024;378;447;1427;972;960;838;1058
427.213377;289;12;4704;1024;379;447;1426;968;959;837;1057
427.713391;289;13;4699;1024;377;447;1426;972;960;837;1058
428.213018;289;13;4699;1024;377;447;1425;972;960;836;1056
428.711996;289;13;4702;1023;380;446;1426;972;960;836;1054
429.212269;289;12;4698;1023;378;445;1427;971;961;836;1055
429.712496;289;12;4702;1023;379;445;1426;972;961;837;1057
430.213212;290;12;4697;1024;380;444;1426;971;960;838;1058
430.71332;290;12;4696;1024;380;444;1426;972;960;837;1055
431.213232;290;13;4700;1024;383;443;1427;971;960;837;1057
431.713734;290;13;4697;1024;382;443;1426;972;962;838;1055
432.213318;290;12;4697;1023;383;443;1426;971;960;838;1057
432.712118;291;12;4702;1024;382;442;1426;972;962;837;1055
433.212526;290;13;4697;1024;383;442;1427;973;961;837;1055
433.712892;290;11;4696;1024;382;439;1426;972;962;838;1057
434.212931;291;12;4697;1024;382;444;1426;972;960;837;1054
434.712322;291;12;4703;1024;382;443;1427;973;961;837;1055
435.212397;291;12;4697;1024;383;442;1426;972;961;838;1054
435.712649;291;12;4697;1024;382;443;1427;972;961;838;1055
436.212451;291;12;4702;1023;383;443;1427;972;962;837;1056
436.712862;290;12;4701;1022;382;443;1426;973;961;837;1057
437.212399;291;12;4700;1023;381;444;1426;972;962;837;1058
437.713001;290;12;4701;1023;382;444;1426;972;962;838;1055
438.212092;291;12;4701;1024;381;445;1425;972;962;837;1055
438.71248;291;13;4700;1023;380;445;1426;972;962;836;1055
439.212809;291;12;4699;1023;380;446;1426;972;962;837;1055
439.712423;291;12;4698;1024;380;445;1426;972;962;838;1055
440.212192;291;12;4698;1023;380;443;1426;972;962;837;1055
440.712998;290;11;4704;1023;381;443;1425;972;961;837;1057
441.21246;291;12;4701;1023;379;443;1426;972;961;837;1054
441.713759;291;12;4699;1024;379;444;1425;973;962;838;1058
442.212507;291;13;4696;1024;378;443;1426;973;962;837;1057
442.713447;291;12;4697;1023;378;442;1426;973;961;837;1054
443.212433;290;12;4697;1023;378;443;1427;975;961;837;1055
443.712445;291;12;4702;1024;377;443;1426;973;962;837;1058
444.213461;291;12;4699;1024;377;443;1426;972;961;838;1058
444.713046;290;12;4698;1023;377;442;1427;974;962;837;1054
445.213654;290;12;4699;1024;377;443;1426;973;962;837;1055
445.713119;291;12;4697;1024;378;442;1426;973;962;837;1056
