x-axis,1
second,Volt
+1.616900E-03,-4.379874960E+00
+1.620600E-03,-4.410499960E+00
+1.624300E-03,-4.318624958E+00
+1.628000E-03,-4.287999958E+00
+1.631700E-03,-4.287999958E+00
+1.635400E-03,-4.287999958E+00
+1.639100E-03,-4.257374957E+00
+1.642800E-03,-4.226749957E+00
+1.646500E-03,-4.226749957E+00
+1.650200E-03,-4.165499955E+00
+1.653900E-03,-4.165499955E+00
+1.657600E-03,-4.165499955E+00
+1.661300E-03,-4.104249954E+00
+1.665000E-03,-4.104249954E+00
+1.668700E-03,-4.104249954E+00
+1.672400E-03,-4.042999953E+00
+1.676100E-03,-4.012374952E+00
+1.679800E-03,-3.981749952E+00
+1.683500E-03,-3.981749952E+00
+1.687200E-03,-3.951124951E+00
+1.690900E-03,-3.951124951E+00
+1.694600E-03,-3.920499951E+00
+1.698300E-03,-3.889874950E+00
+1.702000E-03,-3.859249949E+00
+1.705700E-03,-3.828624949E+00
+1.709400E-03,-3.828624949E+00
+1.713100E-03,-3.767374948E+00
+1.716800E-03,-3.797999948E+00
+1.720500E-03,-3.767374948E+00
+1.724200E-03,-3.736749947E+00
+1.727900E-03,-3.706124946E+00
+1.731600E-03,-3.706124946E+00
+1.735300E-03,-3.644874945E+00
+1.739000E-03,-3.644874945E+00
+1.742700E-03,-3.614249945E+00
+1.746400E-03,-3.583624944E+00
+1.750100E-03,-3.552999943E+00
+1.753800E-03,-3.552999943E+00
+1.757500E-03,-3.522374943E+00
+1.761200E-03,-3.522374943E+00
+1.764900E-03,-3.461124942E+00
+1.768600E-03,-3.430499941E+00
+1.772300E-03,-3.399874941E+00
+1.776000E-03,-3.369249940E+00
+1.779700E-03,-3.399874941E+00
+1.783400E-03,-3.338624939E+00
+1.787100E-03,-3.307999939E+00
+1.790800E-03,-3.307999939E+00
+1.794500E-03,-3.277374938E+00
+1.798200E-03,-3.246749938E+00
+1.801900E-03,-3.246749938E+00
+1.805600E-03,-3.246749938E+00
+1.809300E-03,-3.185499936E+00
+1.813000E-03,-3.185499936E+00
+1.816700E-03,-3.124249935E+00
+1.820400E-03,-3.093624935E+00
+1.824100E-03,-3.093624935E+00
+1.827800E-03,-3.062999934E+00
+1.831500E-03,-3.032374933E+00
+1.835200E-03,-3.062999934E+00
+1.838900E-03,-3.001749933E+00
+1.842600E-03,-2.971124932E+00
+1.846300E-03,-2.971124932E+00
+1.850000E-03,-2.940499932E+00
+1.853700E-03,-2.909874931E+00
+1.857400E-03,-2.848624930E+00
+1.861100E-03,-2.879249930E+00
+1.864800E-03,-2.848624930E+00
+1.868500E-03,-2.817999929E+00
+1.872200E-03,-2.787374929E+00
+1.875900E-03,-2.787374929E+00
+1.879600E-03,-2.756749928E+00
+1.883300E-03,-2.695499927E+00
+1.887000E-03,-2.695499927E+00
+1.890700E-03,-2.664874926E+00
+1.894400E-03,-2.664874926E+00
+1.898100E-03,-2.603624925E+00
+1.901800E-03,-2.603624925E+00
+1.905500E-03,-2.572999924E+00
+1.909200E-03,-2.572999924E+00
+1.912900E-03,-2.511749923E+00
+1.916600E-03,-2.511749923E+00
+1.920300E-03,-2.481124923E+00
+1.924000E-03,-2.450499922E+00
+1.927700E-03,-2.419874921E+00
+1.931400E-03,-2.389249921E+00
+1.935100E-03,-2.389249921E+00
+1.938800E-03,-2.358624920E+00
+1.942500E-03,-2.327999920E+00
+1.946200E-03,-2.358624920E+00
+1.949900E-03,-2.297374919E+00
+1.953600E-03,-2.266749918E+00
+1.957300E-03,-2.266749918E+00
+1.961000E-03,-2.205499917E+00
+1.964700E-03,-2.174874917E+00
+1.968400E-03,-2.174874917E+00
+1.972100E-03,-2.174874917E+00
+1.975800E-03,-2.113624915E+00
+1.979500E-03,-2.113624915E+00
+1.983200E-03,-2.082999915E+00
+1.986900E-03,-2.082999915E+00
+1.990600E-03,-2.021749914E+00
+1.994300E-03,-1.991124913E+00
+1.998000E-03,-2.021749914E+00
+2.001700E-03,-1.960499913E+00
+2.005400E-03,-1.960499913E+00
+2.009100E-03,-1.929874912E+00
+2.012800E-03,-1.899249911E+00
+2.016500E-03,-1.868624911E+00
+2.020200E-03,-1.868624911E+00
+2.023900E-03,-1.807374910E+00
+2.027600E-03,-1.807374910E+00
+2.031300E-03,-1.776749909E+00
+2.035000E-03,-1.776749909E+00
+2.038700E-03,-1.746124908E+00
+2.042400E-03,-1.715499908E+00
+2.046100E-03,-1.715499908E+00
+2.049800E-03,-1.684874907E+00
+2.053500E-03,-1.654249907E+00
+2.057200E-03,-1.654249907E+00
+2.060900E-03,-1.623624906E+00
+2.064600E-03,-1.623624906E+00
+2.068300E-03,-1.592999905E+00
+2.072000E-03,-1.531749904E+00
+2.075700E-03,-1.531749904E+00
+2.079400E-03,-1.531749904E+00
+2.083100E-03,-1.501124904E+00
+2.086800E-03,-1.470499903E+00
+2.090500E-03,-1.470499903E+00
+2.094200E-03,-1.439874902E+00
+2.097900E-03,-1.409249902E+00
+2.101600E-03,-1.439874902E+00
+2.105300E-03,-1.347999901E+00
+2.109000E-03,-1.378624901E+00
+2.112700E-03,-1.347999901E+00
+2.116400E-03,-1.347999901E+00
+2.120100E-03,-1.286749899E+00
+2.123800E-03,-1.317374900E+00
+2.127500E-03,-1.256124899E+00
+2.131200E-03,-1.256124899E+00
+2.134900E-03,-1.225499898E+00
+2.138600E-03,-1.225499898E+00
+2.142300E-03,-1.194874898E+00
+2.146000E-03,-1.164249897E+00
+2.149700E-03,-1.133624896E+00
+2.153400E-03,-1.133624896E+00
+2.157100E-03,-1.072374895E+00
+2.160800E-03,-1.072374895E+00
+2.164500E-03,-1.072374895E+00
+2.168200E-03,-1.041749895E+00
+2.171900E-03,-1.041749895E+00
+2.175600E-03,-1.011124894E+00
+2.179300E-03,-980.499893E-03
+2.183000E-03,-949.874893E-03
+2.186700E-03,-949.874893E-03
+2.190400E-03,-949.874893E-03
+2.194100E-03,-919.249892E-03
+2.197800E-03,-919.249892E-03
+2.201500E-03,-888.624892E-03
+2.205200E-03,-857.999891E-03
+2.208900E-03,-857.999891E-03
+2.212600E-03,-857.999891E-03
+2.216300E-03,-827.374890E-03
+2.220000E-03,-796.749890E-03
+2.223700E-03,-796.749890E-03
+2.227400E-03,-766.124889E-03
+2.231100E-03,-735.499889E-03
+2.234800E-03,-735.499889E-03
+2.238500E-03,-704.874888E-03
+2.242200E-03,-704.874888E-03
+2.245900E-03,-674.249887E-03
+2.249600E-03,-674.249887E-03
